event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
end_of_pregnancy,ICD10CM,O75.82,,C3161258,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section",,,,,O75.82
end_of_pregnancy,ICD10CM,O90.1,,C3537063,Obstetric perineal wound disruption,,,,,O90.1
end_of_pregnancy,ICD10CM,G93.82,,"",Brain death,,,,,""
end_of_pregnancy,ICD10CM,R99,,"",Unspecified cause of mortality,,,,,""
end_of_pregnancy,ICD10CM,R99,,"",Death (unexplained) NOS,,,,,""
end_of_pregnancy,ICD10CM,O60,,"",Preterm labor,,,,,""
end_of_pregnancy,ICD10CM,P07.2,,"",Less than 28 completed weeks (less than 196 completed days) of gestation.,,,,,""
end_of_pregnancy,ICD10CM,P07.2,,"",Extreme immaturity of newborn,,,,,""
end_of_pregnancy,ICD10CM,P07.20,,"","Extreme immaturity of newborn, unspecified weeks of gestation",,,,,""
end_of_pregnancy,ICD10CM,P07.20,,"",Gestational age less than 28 completed weeks NOS,,,,,""
end_of_pregnancy,ICD10CM,P07.21,,"","Extreme immaturity of newborn, gestational age less than 23 weeks, 0 days",,,,,""
end_of_pregnancy,ICD10CM,P07.21,,"","Extreme immaturity of newborn, gestational age less than 23 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.22,,"","Extreme immaturity of newborn, gestational age 23 weeks, 0 days through 23 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.22,,"","Extreme immaturity of newborn, gestational age 23 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.23,,"","Extreme immaturity of newborn, gestational age 24 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.23,,"","Extreme immaturity of newborn, gestational age 24 weeks, 0 days through 24 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.24,,"","Extreme immaturity of newborn, gestational age 25 weeks, 0 days through 25 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.24,,"","Extreme immaturity of newborn, gestational age 25 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.25,,"","Extreme immaturity of newborn, gestational age 26 weeks, 0 days through 26 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.25,,"","Extreme immaturity of newborn, gestational age 26 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.26,,"","Extreme immaturity of newborn, gestational age 27 weeks, 0 days through 27 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.26,,"","Extreme immaturity of newborn, gestational age 27 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.3,,"",Prematurity NOS,,,,,""
end_of_pregnancy,ICD10CM,P07.3,,"",28 completed weeks or more but less than 37 completed weeks (196 completed days but less than 259 completed days) of gestation.,,,,,""
end_of_pregnancy,ICD10CM,P07.3,,"",Preterm [premature] newborn [other],,,,,""
end_of_pregnancy,ICD10CM,P07.30,,"","Preterm newborn, unspecified weeks of gestation",,,,,""
end_of_pregnancy,ICD10CM,P07.31,,"","Preterm newborn, gestational age 28 weeks, 0 days through 28 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.31,,"","Preterm newborn, gestational age 28 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.32,,"","Preterm newborn, gestational age 29 weeks, 0 days through 29 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.32,,"","Preterm newborn, gestational age 29 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.33,,"","Preterm newborn, gestational age 30 weeks, 0 days through 30 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.33,,"","Preterm newborn, gestational age 30 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.34,,"","Preterm newborn, gestational age 31 weeks, 0 days through 31 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.34,,"","Preterm newborn, gestational age 31 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.35,,"","Preterm newborn, gestational age 32 weeks, 0 days through 32 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.35,,"","Preterm newborn, gestational age 32 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.36,,"","Preterm newborn, gestational age 33 weeks, 0 days through 33 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.36,,"","Preterm newborn, gestational age 33 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.37,,"","Preterm newborn, gestational age 34 weeks, 0 days through 34 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.37,,"","Preterm newborn, gestational age 34 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.38,,"","Preterm newborn, gestational age 35 weeks, 0 days through 35 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.38,,"","Preterm newborn, gestational age 35 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P07.39,,"","Preterm newborn, gestational age 36 weeks, 0 days through 36 weeks, 6 days",,,,,""
end_of_pregnancy,ICD10CM,P07.39,,"","Preterm newborn, gestational age 36 completed weeks",,,,,""
end_of_pregnancy,ICD10CM,P95,,"",Stillbirth,,,,,""
end_of_pregnancy,ICD10CM,P95,,"",Fetal death of unspecified cause,,,,,""
end_of_pregnancy,ICD10CM,Q89.9,,"","Congenital malformation, unspecified",,,,,""
end_of_pregnancy,ICD9,768.0,,"",FETAL DEATH FROM ASPHYXIA OR ANOXIA BEFORE ONSET OF LABOUR OR AT UNSPECIFIED TIME,,,,,""
end_of_pregnancy,ICD9,768.1,,"",FETAL DEATH FROM ASPHYXIA OR ANOXIA DURING LABOUR,,,,,""
end_of_pregnancy,ICD9,798,,"","SUDDEN DEATH, CAUSE UNKNOWN",,,,,""
end_of_pregnancy,ICD9,798.0,,"",SUDDEN INFANT DEATH SYNDROME,,,,,""
end_of_pregnancy,ICD9,798.1,,"",INSTANTANEOUS DEATH,,,,,""
end_of_pregnancy,ICD9,798.2,,"","DEATH OCCURRING IN LESS THAN 24 HOURS FROM ONSET OF SYMPTOMS, NOT OTHERWISE EXPLAINED",,,,,""
end_of_pregnancy,ICD9,798.9,,"",UNATTENDED DEATH,,,,,""
end_of_pregnancy,ICD9,641.2,,"",PREMATURE SEPARATION OF PLACENTA,,,,,""
end_of_pregnancy,ICD9,658.1,,"",PREMATURE RUPTURE OF MEMBRANES,,,,,""
end_of_pregnancy,ICD9,761.1,,"",PREMATURE RUPTURE OF MEMBRANES,,,,,""
end_of_pregnancy,ICD9,765.0,,"",EXTREME IMMATURITY,,,,,""
end_of_pregnancy,ICD9,765.1,,"",OTHER PRETERM INFANTS,,,,,""
end_of_pregnancy,ICD9,774.2,,"",NEONATAL JAUNDICE ASSOCIATED WITH PRETERM DELIVERY,,,,,""
end_of_pregnancy,ICD9,776.6,,"",ANAEMIA OF PREMATURITY,,,,,""
end_of_pregnancy,ICD9,656.4,,"",INTRAUTERINE DEATH,,,,,""
end_of_pregnancy,ICD9,768.0,,"",FETAL DEATH FROM ASPHYXIA OR ANOXIA BEFORE ONSET OF LABOUR OR AT UNSPECIFIED TIME,,,,,""
end_of_pregnancy,ICD9,768.1,,"",FETAL DEATH FROM ASPHYXIA OR ANOXIA DURING LABOUR,,,,,""
end_of_pregnancy,ICD9,740,,"",ANENCEPHALUS AND SIMILAR ANOMALIES,,,,,""
end_of_pregnancy,ICD9,740.0,,"",ANENCEPHALUS,,,,,""
end_of_pregnancy,ICD9,740.1,,"",CRANIORACHISCHISIS,,,,,""
end_of_pregnancy,ICD9,740.2,,"",INIENCEPHALY,,,,,""
end_of_pregnancy,ICD9,741,,"",SPINA BIFIDA,,,,,""
end_of_pregnancy,ICD9,741.0,,"",WITH HYDROCEPHALUS,,,,,""
end_of_pregnancy,ICD9,741.9,,"",WITHOUT MENTION OF HYDROCEPHALUS,,,,,""
end_of_pregnancy,ICD9,742,,"",OTHER CONGENITAL ANOMALIES OF NERVOUS SYSTEM,,,,,""
end_of_pregnancy,ICD9,742.0,,"",ENCEPHALOCELE,,,,,""
end_of_pregnancy,ICD9,742.1,,"",MICROCEPHALUS,,,,,""
end_of_pregnancy,ICD9,742.2,,"",REDUCTION DEFORMITIES OF BRAIN,,,,,""
end_of_pregnancy,ICD9,742.3,,"",CONGENITAL HYDROCEPHALUS,,,,,""
end_of_pregnancy,ICD9,742.4,,"",OTHER SPECIFIED ANOMALIES OF BRAIN,,,,,""
end_of_pregnancy,ICD9,742.5,,"",OTHER SPECIFIED ANOMALIES OF SPINAL CORD,,,,,""
end_of_pregnancy,ICD9,742.8,,"",OTHER SPECIFIED ANOMALIES OF NERVOUS SYSTEM,,,,,""
end_of_pregnancy,ICD9,742.9,,"","UNSPECIFIED ANOMALIES OF BRAIN, SPINAL CORD AND NERVOUS SYSTEM",,,,,""
end_of_pregnancy,ICD9,743,,"",CONGENITAL ANOMALIES OF EYE,,,,,""
end_of_pregnancy,ICD9,743.0,,"",ANOPHTHALMOS,,,,,""
end_of_pregnancy,ICD9,743.1,,"",MICROPHTHALMOS,,,,,""
end_of_pregnancy,ICD9,743.2,,"",BUPHTHALMOS,,,,,""
end_of_pregnancy,ICD9,743.3,,"",CONGENITAL CATARACT AND LENS ANOMALIES,,,,,""
end_of_pregnancy,ICD9,743.4,,"",COLOBOMA AND OTHER ANOMALIES OF ANTERIOR SEGMENTS,,,,,""
end_of_pregnancy,ICD9,743.5,,"",CONGENITAL ANOMALIES OF POSTERIOR SEGMENT,,,,,""
end_of_pregnancy,ICD9,743.6,,"","CONGENITAL ANOMALIES OF EYELIDS, LACRIMAL SYSTEM AND ORBIT",,,,,""
end_of_pregnancy,ICD9,743.8,,"",OTHER SPECIFIED ANOMALIES OF EYE,,,,,""
end_of_pregnancy,ICD9,743.9,,"",UNSPECIFIED ANOMALIES OF EYE,,,,,""
end_of_pregnancy,ICD9,744,,"","CONGENITAL ANOMALIES OF EAR, FACE AND NECK",,,,,""
end_of_pregnancy,ICD9,744.0,,"",ANOMALIES OF EAR CAUSING IMPAIRMENT OF HEARING,,,,,""
end_of_pregnancy,ICD9,744.1,,"",ACCESSORY AURICLE,,,,,""
end_of_pregnancy,ICD9,744.2,,"",OTHER SPECIFIED ANOMALIES OF EAR,,,,,""
end_of_pregnancy,ICD9,744.3,,"",UNSPECIFIED ANOMALIES OF EAR,,,,,""
end_of_pregnancy,ICD9,744.4,,"","BRANCHIAL CLEFT, CYST OR FISTULA; PREAURICULAR SINUS ",,,,,""
end_of_pregnancy,ICD9,744.5,,"",WEBBING OF NECK,,,,,""
end_of_pregnancy,ICD9,744.8,,"",OTHER SPECIFIED ANOMALIES OF FACE AND NECK,,,,,""
end_of_pregnancy,ICD9,744.9,,"",UNSPECIFIED ANOMALIES OF FACE AND NECK,,,,,""
end_of_pregnancy,ICD9,745,,"",BULBUS CORDIS ANOMALIES AND ANOMALIES OF CARDIAC SEPTAL CLOSURE,,,,,""
end_of_pregnancy,ICD9,745.0,,"",COMMON TRUNCUS,,,,,""
end_of_pregnancy,ICD9,745.1,,"",TRANSPOSITION OF GREAT VESSELS,,,,,""
end_of_pregnancy,ICD9,745.2,,"",TETRALOGY OF FALLOT,,,,,""
end_of_pregnancy,ICD9,745.3,,"",COMMON VENTRICLE,,,,,""
end_of_pregnancy,ICD9,745.4,,"",VENTRICULAR SEPTAL DEFECT,,,,,""
end_of_pregnancy,ICD9,745.5,,"",OSTIUM SECUNDUM TYPE ATRIAL SEPTAL DEFECT,,,,,""
end_of_pregnancy,ICD9,745.6,,"",ENDOCARDIAL CUSHION DEFECTS,,,,,""
end_of_pregnancy,ICD9,745.7,,"",COR BILOCULARE,,,,,""
end_of_pregnancy,ICD9,745.8,,"",OTHER,,,,,""
end_of_pregnancy,ICD9,745.9,,"",UNSPECIFIED DEFECT OF SEPTAL CLOSURE,,,,,""
end_of_pregnancy,ICD9,746,,"",OTHER CONGENITAL ANOMALIES OF HEART,,,,,""
end_of_pregnancy,ICD9,746.0,,"",ANOMALIES OF PULMONARY VALVE,,,,,""
end_of_pregnancy,ICD9,746.1,,"","TRICUSPID ATRESIA AND STENOSIS, CONGENITAL",,,,,""
end_of_pregnancy,ICD9,746.2,,"",EBSTEIN'S ANOMALY,,,,,""
end_of_pregnancy,ICD9,746.3,,"",CONGENITAL STENOSIS OF AORTIC VALVE,,,,,""
end_of_pregnancy,ICD9,746.4,,"",CONGENITAL INSUFFICIENCY OF AORTIC VALVE,,,,,""
end_of_pregnancy,ICD9,746.5,,"",CONGENITAL MITRAL STENOSIS,,,,,""
end_of_pregnancy,ICD9,746.6,,"",CONGENITAL MITRAL INSUFFICIENCY,,,,,""
end_of_pregnancy,ICD9,746.7,,"",HYPOPLASTIC LEFT HEART SYNDROME,,,,,""
end_of_pregnancy,ICD9,746.8,,"",OTHER SPECIFIED ANOMALIES OF HEART,,,,,""
end_of_pregnancy,ICD9,746.9,,"",UNSPECIFIED ANOMALIES OF HEART,,,,,""
end_of_pregnancy,ICD9,747,,"",OTHER CONGENITAL ANOMALIES OF CIRCULATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,747.0,,"",PATENT DUCTUS ARTERIOSUS,,,,,""
end_of_pregnancy,ICD9,747.1,,"",COARCTATION OF AORTA,,,,,""
end_of_pregnancy,ICD9,747.2,,"",OTHER ANOMALIES OF AORTA,,,,,""
end_of_pregnancy,ICD9,747.3,,"",ANOMALIES OF PULMONARY ARTERY,,,,,""
end_of_pregnancy,ICD9,747.4,,"",ANOMALIES OF GREAT VEINS,,,,,""
end_of_pregnancy,ICD9,747.5,,"",ABSENCE OR HYPOPLASIA OF UMBILICAL ARTERY,,,,,""
end_of_pregnancy,ICD9,747.6,,"",OTHER ANOMALIES OF PERIPHERAL VASCULAR SYSTEM,,,,,""
end_of_pregnancy,ICD9,747.8,,"",OTHER SPECIFIED ANOMALIES OF CIRCULATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,747.9,,"",UNSPECIFIED ANOMALIES OF CIRCULATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,748,,"",CONGENITAL ANOMALIES OF RESPIRATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,748.0,,"",CHOANAL ATRESIA,,,,,""
end_of_pregnancy,ICD9,748.1,,"",OTHER ANOMALIES OF NOSE,,,,,""
end_of_pregnancy,ICD9,748.2,,"",WEB OF LARYNX,,,,,""
end_of_pregnancy,ICD9,748.3,,"","OTHER ANOMALIES OF LARYNX, TRACHEA AND BRONCHUS",,,,,""
end_of_pregnancy,ICD9,748.4,,"",CONGENITAL CYSTIC LUNG,,,,,""
end_of_pregnancy,ICD9,748.5,,"","AGENESIS, HYPOPLASIA AND DYSPLASIA OF LUNG",,,,,""
end_of_pregnancy,ICD9,748.6,,"",OTHER ANOMALIES OF LUNG,,,,,""
end_of_pregnancy,ICD9,748.8,,"",OTHER SPECIFIED ANOMALIES OF RESPIRATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,748.9,,"",UNSPECIFIED ANOMALIES OF RESPIRATORY SYSTEM,,,,,""
end_of_pregnancy,ICD9,749,,"",CLEFT PALATE AND CLEFT LIP,,,,,""
end_of_pregnancy,ICD9,749.0,,"",CLEFT PALATE,,,,,""
end_of_pregnancy,ICD9,749.1,,"",CLEFT LIP,,,,,""
end_of_pregnancy,ICD9,749.2,,"",CLEFT PALATE WITH CLEFT LIP,,,,,""
end_of_pregnancy,ICD9,750,,"",OTHER CONGENITAL ANOMALIES OF UPPER ALIMENTARY TRACT,,,,,""
end_of_pregnancy,ICD9,750.0,,"",TONGUE TIE,,,,,""
end_of_pregnancy,ICD9,750.1,,"",OTHER ANOMALIES OF TONGUE,,,,,""
end_of_pregnancy,ICD9,750.2,,"",OTHER SPECIFIED ANOMALIES OF MOUTH AND PHARYNX,,,,,""
end_of_pregnancy,ICD9,750.3,,"","TRACHEO-OESOPHAGEAL FISTULA, OESOPHAGEAL ATRESIA AND STENOSIS",,,,,""
end_of_pregnancy,ICD9,750.4,,"",OTHER SPECIFIED ANOMALIES OF OESOPHAGUS,,,,,""
end_of_pregnancy,ICD9,750.5,,"",CONGENITAL HYPERTROPHIC PYLORIC STENOSIS,,,,,""
end_of_pregnancy,ICD9,750.6,,"",CONGENITAL HIATUS HERNIA,,,,,""
end_of_pregnancy,ICD9,750.7,,"",OTHER SPECIFIED ANOMALIES OF STOMACH,,,,,""
end_of_pregnancy,ICD9,750.8,,"",OTHER SPECIFIED ANOMALIES OF UPPER ALIMENTARY TRACT,,,,,""
end_of_pregnancy,ICD9,750.9,,"",UNSPECIFIED ANOMALIES OF UPPER ALIMENTARY TRACT,,,,,""
end_of_pregnancy,ICD9,751,,"",OTHER CONGENITAL ANOMALIES OF DIGESTIVE SYSTEM,,,,,""
end_of_pregnancy,ICD9,751.0,,"",MECKEL'S DIVERTICULUM,,,,,""
end_of_pregnancy,ICD9,751.1,,"",ATRESIA AND STENOSIS OF SMALL INTESTINE,,,,,""
end_of_pregnancy,ICD9,751.2,,"","ATRESIA AND STENOSIS OF LARGE INTESTINE, RECTUM AND ANAL CANAL",,,,,""
end_of_pregnancy,ICD9,751.3,,"",HIRSCHSPRUNG'S DISEASE AND OTHER CONGENITAL FUNCTIONAL DISORDERS OF COLON,,,,,""
end_of_pregnancy,ICD9,751.4,,"",ANOMALIES OF INTESTINAL FIXATION,,,,,""
end_of_pregnancy,ICD9,751.5,,"",OTHER ANOMALIES OF INTESTINE,,,,,""
end_of_pregnancy,ICD9,751.6,,"","�ANOMALIES OF GALLBLADDER, BILE DUCTS AND LIVER",,,,,""
end_of_pregnancy,ICD9,751.7,,"",ANOMALIES OF PANCREAS,,,,,""
end_of_pregnancy,ICD9,751.8,,"",OTHER SPECIFIED ANOMALIES OF DIGESTIVE SYSTEM,,,,,""
end_of_pregnancy,ICD9,751.9,,"",UNSPECIFIED ANOMALIES OF DIGESTIVE SYSTEM,,,,,""
end_of_pregnancy,ICD9,752,,"",CONGENITAL ANOMALIES OF GENITAL ORGANS,,,,,""
end_of_pregnancy,ICD9,752.0,,"",ANOMALIES OF OVARIES,,,,,""
end_of_pregnancy,ICD9,752.1,,"",VENTRICULAR SEPTAL DEFECT,,,,,""
end_of_pregnancy,ICD9,752.2,,"",DOUBLING OF UTERUS,,,,,""
end_of_pregnancy,ICD9,752.3,,"",OTHER ANOMALIES OF UTERUS,,,,,""
end_of_pregnancy,ICD9,752.4,,"","ANOMALIES OF CERVIX, VAGINA AND EXTERNAL FEMALE GENITALIA",,,,,""
end_of_pregnancy,ICD9,752.5,,"",UNDESCENDED TESTICLE,,,,,""
end_of_pregnancy,ICD9,752.6,,"",HYPOSPADIAS AND EPISPADIAS,,,,,""
end_of_pregnancy,ICD9,752.7,,"",INDETERMINATE SEX AND PSEUDOHERMAPHRODITISM,,,,,""
end_of_pregnancy,ICD9,752.8,,"",OTHER SPECIFIED ANOMALIES OF GENITAL ORGANS,,,,,""
end_of_pregnancy,ICD9,752.9,,"",UNSPECIFIED ANOMALIES OF GENITAL ORGANS,,,,,""
end_of_pregnancy,ICD9,753,,"",CONGENITAL ANOMALIES OF URINARY SYSTEM,,,,,""
end_of_pregnancy,ICD9,753.0,,"",RENAL AGENESIS AND DYSGENESIS,,,,,""
end_of_pregnancy,ICD9,753.1,,"",CYSTIC KIDNEY DISEASE,,,,,""
end_of_pregnancy,ICD9,753.2,,"",OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER,,,,,""
end_of_pregnancy,ICD9,753.3,,"",OTHER SPECIFIED ANOMALIES OF KIDNEY,,,,,""
end_of_pregnancy,ICD9,753.4,,"",OTHER SPECIFIED ANOMALIES OF URETER,,,,,""
end_of_pregnancy,ICD9,753.5,,"",EXSTROPHY OF URINARY BLADDER,,,,,""
end_of_pregnancy,ICD9,753.6,,"",ATRESIA AND STENOSIS OF URETHRA AND BLADDER NECK,,,,,""
end_of_pregnancy,ICD9,753.7,,"",ANOMALIES OF URACHUS,,,,,""
end_of_pregnancy,ICD9,753.8,,"",OTHER SPECIFIED ANOMALIES OF BLADDER AND URETHRA,,,,,""
end_of_pregnancy,ICD9,753.9,,"",UNSPECIFIED ANOMALIES OF URINARY SYSTEM,,,,,""
end_of_pregnancy,ICD9,754,,"",CERTAIN CONGENITAL MUSCULOSKELETAL DEFORMITIES,,,,,""
end_of_pregnancy,ICD9,754.0,,"","OF SKULL, FACE AND JAW",,,,,""
end_of_pregnancy,ICD9,754.1,,"",OF STERNOCLEIDOMASTOID MUSCLE,,,,,""
end_of_pregnancy,ICD9,754.2,,"",OF SPINE,,,,,""
end_of_pregnancy,ICD9,754.3,,"",CONGENITAL DISLOCATION OF HIP,,,,,""
end_of_pregnancy,ICD9,754.4,,"",CONGENITAL GENU RECURVATUM AND BOWING OF LONG BONES OF LEG,,,,,""
end_of_pregnancy,ICD9,754.5,,"",VARUS DEFORMITIES OF FEET,,,,,""
end_of_pregnancy,ICD9,754.6,,"",VALGUS DEFORMITIES OF FEET,,,,,""
end_of_pregnancy,ICD9,754.7,,"",OTHER DEFORMITIES OF FEET,,,,,""
end_of_pregnancy,ICD9,754.8,,"",OTHER SPECIFIED,,,,,""
end_of_pregnancy,ICD9,755,,"",OTHER CONGENITAL ANOMALIES OF LIMBS,,,,,""
end_of_pregnancy,ICD9,755.0,,"",POLYDACTYLY,,,,,""
end_of_pregnancy,ICD9,755.1,,"",SYNDACTYLY,,,,,""
end_of_pregnancy,ICD9,755.2,,"",REDUCTION DEFORMITIES OF UPPER LIMB,,,,,""
end_of_pregnancy,ICD9,755.3,,"",REDUCTION DEFORMITIES OF LOWER LIMB,,,,,""
end_of_pregnancy,ICD9,755.4,,"","REDUCTION DEFORMITIES, UNSPECIFIED LIMB",,,,,""
end_of_pregnancy,ICD9,755.5,,"","OTHER ANOMALIES OF UPPER LIMB, INCLUDING SHOULDER GIRDLE",,,,,""
end_of_pregnancy,ICD9,755.6,,"","OTHER ANOMALIES OF LOWER LIMB, INCLUDING PELVIC GIRDLE",,,,,""
end_of_pregnancy,ICD9,755.8,,"",OTHER SPECIFIED ANOMALIES OF UNSPECIFIED LIMB,,,,,""
end_of_pregnancy,ICD9,755.9,,"",UNSPECIFIED ANOMALIES OF UNSPECIFIED LIMB,,,,,""
end_of_pregnancy,ICD9,756,,"",OTHER CONGENITAL MUSCULOSKELETAL ANOMALIES,,,,,""
end_of_pregnancy,ICD9,756.0,,"",ANOMALIES OF SKULL AND FACE BONES,,,,,""
end_of_pregnancy,ICD9,756.1,,"",ANOMALIES OF SPINE,,,,,""
end_of_pregnancy,ICD9,756.2,,"",CERVICAL RIB,,,,,""
end_of_pregnancy,ICD9,756.3,,"",OTHER ANOMALIES OF RIBS AND STERNUM,,,,,""
end_of_pregnancy,ICD9,756.4,,"",CHONDRODYSTROPHY,,,,,""
end_of_pregnancy,ICD9,756.5,,"",�OSTEODYSTROPHIES,,,,,""
end_of_pregnancy,ICD9,756.6,,"",ANOMALIES OF DIAPHRAGM,,,,,""
end_of_pregnancy,ICD9,756.7,,"",ANOMALIES OF ABDOMINAL WALL,,,,,""
end_of_pregnancy,ICD9,756.8,,"","OTHER SPECIFIED ANOMALIES OF MUSCLE, TENDON, FASCIA AND CONNECTIVE TISSUE",,,,,""
end_of_pregnancy,ICD9,756.9,,"",UNSPECIFIED ANOMALIES OF MUSCULOSKELETAL SYSTEM,,,,,""
end_of_pregnancy,ICD9,757,,"",CONGENITAL ANOMALIES OF THE INTEGUMENT,,,,,""
end_of_pregnancy,ICD9,757.0,,"",HEREDITARY OEDEMA OF LEGS,,,,,""
end_of_pregnancy,ICD9,757.1,,"",ICHTHYOSIS CONGENITA,,,,,""
end_of_pregnancy,ICD9,757.2,,"",DERMATOGLYPHIC ANOMALIES,,,,,""
end_of_pregnancy,ICD9,757.3,,"",OTHER SPECIFIED ANOMALIES OF SKIN,,,,,""
end_of_pregnancy,ICD9,757.4,,"",SPECIFIED ANOMALIES OF HAIR,,,,,""
end_of_pregnancy,ICD9,757.5,,"",SPECIFIED ANOMALIES OF NAILS,,,,,""
end_of_pregnancy,ICD9,757.6,,"",SPECIFIED ANOMALIES OF BREAST,,,,,""
end_of_pregnancy,ICD9,757.8,,"",OTHER SPECIFIED ANOMALIES OF THE INTEGUMENT,,,,,""
end_of_pregnancy,ICD9,757.9,,"",UNSPECIFIED ANOMALIES OF THE INTEGUMENT,,,,,""
end_of_pregnancy,ICD9,758,,"",CHROMOSOMAL ANOMALIES,,,,,""
end_of_pregnancy,ICD9,758.0,,"",DOWN'S SYNDROME,,,,,""
end_of_pregnancy,ICD9,758.1,,"",PATAU'S SYNDROME,,,,,""
end_of_pregnancy,ICD9,758.2,,"",EDWARD'S SYNDROME,,,,,""
end_of_pregnancy,ICD9,758.3,,"",AUTOSOMAL DELETION SYNDROMES,,,,,""
end_of_pregnancy,ICD9,758.4,,"",BALANCED AUTOSOMAL TRANSLOCATION IN NORMAL INDIVIDUAL,,,,,""
end_of_pregnancy,ICD9,758.5,,"",OTHER CONDITIONS DUE TO AUTOSOMAL ANOMALIES,,,,,""
end_of_pregnancy,ICD9,758.6,,"",GONADAL DYSGENESIS,,,,,""
end_of_pregnancy,ICD9,758.7,,"",KLINEFELTER'S SYNDROME,,,,,""
end_of_pregnancy,ICD9,758.8,,"",OTHER CONDITIONS DUE TO SEX CHROMOSOME ANOMALIES,,,,,""
end_of_pregnancy,ICD9,758.9,,"",CONDITIONS DUE TO ANOMALY OF UNSPECIFIED CHROMOSOME,,,,,""
end_of_pregnancy,ICD9,759,,"",OTHER AND UNSPECIFIED CONGENITAL ANOMALIES,,,,,""
end_of_pregnancy,ICD9,759.0,,"",ANOMALIES OF SPLEEN,,,,,""
end_of_pregnancy,ICD9,759.1,,"",ANOMALIES OF ADRENAL GLAND,,,,,""
end_of_pregnancy,ICD9,759.2,,"",ANOMALIES OF OTHER ENDOCRINE GLANDS,,,,,""
end_of_pregnancy,ICD9,759.3,,"",SITUS INVERSUS,,,,,""
end_of_pregnancy,ICD9,759.4,,"",CONJOINED TWINS,,,,,""
end_of_pregnancy,ICD9,759.5,,"",TUBEROUS SCLEROSIS,,,,,""
end_of_pregnancy,ICD9,759.6,,"","OTHER HAMARTOSES, NOT ELSEWHERE CLASSIFIED",,,,,""
end_of_pregnancy,ICD9,759.7,,"","MULTIPLE CONGENITAL ANOMALIES, SO DESCRIBED",,,,,""
end_of_pregnancy,ICD9,759.8,,"",OTHER SPECIFIED ANOMALIES,,,,,""
end_of_pregnancy,ICD9,759.9,,"","CONGENITAL ANOMALY, UNSPECIFIED",,,,,""
end_of_pregnancy,ICD9,761.4,,"",ECTOPIC PREGNANCY,,,,,""
end_of_pregnancy,ICD9CM,768.9,,C0004045,Asphyxia Neonatorum,,,,,768.9
end_of_pregnancy,ICD9CM,767,,C0005604,Birth Injuries,,,,,767
end_of_pregnancy,ICD9CM,"6,52E+16",,C0006158,"Breech presentation, delivery, no version (procedure)",,,,,65.220.000.000.000.000
end_of_pregnancy,ICD9CM,673.1,,C0013927,"Embolism, Amniotic Fluid",,,,,673.1
end_of_pregnancy,ICD9CM,658.1,,C0015944,"Fetal Membranes, Premature Rupture",,,,,658.1
end_of_pregnancy,ICD9CM,656,,C0015959,Fetomaternal Transfusion,,,,,656
end_of_pregnancy,ICD9CM,776,,C0019088,Hemorrhagic Disease of Newborn,,,,,776
end_of_pregnancy,ICD9CM,766.21,,C0021293,"Infant, Postmature",,,,,766.21
end_of_pregnancy,ICD9CM,676.9,,C0022927,Lactation Disorders,,,,,676.9
end_of_pregnancy,ICD9CM,779.5,,C0027609,Neonatal Abstinence Syndrome,,,,,779.5
